shipping_id,order_id,carrier,shipping_method,warehouse_location,ship_date,delivery_date,shipping_cost,delivery_status
8002579,70017579,Purolator,Express,Toronto-ON,2025-11-08,2025-11-10,19.99,Delivered
8002580,70017580,DHL,Standard,Chicago-IL,2025-11-05,2025-11-14,12.99,Delivered
8002581,70017581,Canada Post,Standard,Edmonton-AB,2025-11-09,2025-11-16,9.99,Delivered
8002582,70017582,UPS,Expedited,Calgary-AB,2025-11-10,2025-11-13,14.99,Delivered
8002583,70017583,FedEx,Standard,Vancouver-BC,2025-11-07,2025-11-15,11.99,Delivered
8002584,70017584,Purolator,Express,Toronto-ON,2025-11-11,2025-11-13,19.99,Delivered
8002585,70017585,DHL,Standard,Chicago-IL,2025-11-08,2025-11-17,12.99,Delivered
8002586,70017586,Canada Post,Standard,Edmonton-AB,2025-11-12,2025-11-19,9.99,Delivered
8002587,70017587,UPS,Expedited,Calgary-AB,2025-11-13,2025-11-16,14.99,Delivered
8002588,70017588,FedEx,Standard,Vancouver-BC,2025-11-10,2025-11-18,11.99,Delivered
8002589,70017589,Purolator,Express,Toronto-ON,2025-11-14,2025-11-16,19.99,Delivered
8002590,70017590,DHL,Standard,Chicago-IL,2025-11-11,2025-11-20,12.99,Delivered
8002591,70017591,Canada Post,Standard,Edmonton-AB,2025-11-15,2025-11-22,9.99,Delivered
8002592,70017592,UPS,Expedited,Calgary-AB,2025-11-16,2025-11-19,14.99,Delivered
8002593,70017593,FedEx,Standard,Vancouver-BC,2025-11-13,2025-11-21,11.99,Delivered
8002594,70017594,Purolator,Express,Toronto-ON,2025-11-17,2025-11-19,19.99,Delivered
8002595,70017595,DHL,Standard,Chicago-IL,2025-11-14,2025-11-23,12.99,Delivered
8002596,70017596,Canada Post,Standard,Edmonton-AB,2025-11-18,2025-11-25,9.99,Delivered
8002597,70017597,UPS,Expedited,Calgary-AB,2025-11-19,2025-11-22,14.99,Delivered
8002598,70017598,FedEx,Standard,Vancouver-BC,2025-11-16,2025-11-24,11.99,Delivered
8002599,70017599,Purolator,Express,Toronto-ON,2025-11-20,2025-11-22,19.99,Delivered
8002600,70017600,DHL,Standard,Chicago-IL,2025-11-17,2025-11-26,12.99,Delivered
8002601,70017601,Canada Post,Standard,Edmonton-AB,2025-11-19,2025-11-26,9.99,Delivered
8002602,70017602,UPS,Expedited,Calgary-AB,2025-11-20,2025-11-23,14.99,Delivered
8002603,70017603,FedEx,Standard,Vancouver-BC,2025-11-17,2025-11-25,11.99,Delivered
8002604,70017604,Purolator,Express,Toronto-ON,2025-11-21,2025-11-23,19.99,Delivered
8002605,70017605,DHL,Standard,Chicago-IL,2025-11-18,2025-11-27,12.99,Delivered
8002606,70017606,Canada Post,Standard,Edmonton-AB,2025-11-22,2025-11-29,9.99,Delivered
8002607,70017607,UPS,Expedited,Calgary-AB,2025-11-23,2025-11-26,14.99,Delivered
8002608,70017608,FedEx,Standard,Vancouver-BC,2025-11-20,2025-11-28,11.99,Delivered
8002609,70017609,Purolator,Express,Toronto-ON,2025-11-24,2025-11-26,19.99,Delivered
8002610,70017610,DHL,Standard,Chicago-IL,2025-11-21,2025-11-30,12.99,Delivered
8002611,70017611,Canada Post,Standard,Edmonton-AB,2025-11-25,2025-12-02,9.99,Delivered
8002612,70017612,UPS,Expedited,Calgary-AB,2025-11-26,2025-11-29,14.99,Delivered
8002613,70017613,FedEx,Standard,Vancouver-BC,2025-11-23,2025-12-01,11.99,Delivered
8002614,70017614,Purolator,Express,Toronto-ON,2025-11-27,2025-11-29,19.99,Delivered
8002615,70017615,DHL,Standard,Chicago-IL,2025-11-24,2025-12-03,12.99,Delivered
8002616,70017616,Canada Post,Standard,Edmonton-AB,2025-11-28,2025-12-05,9.99,Delivered
8002617,70017617,UPS,Expedited,Calgary-AB,2025-11-29,2025-12-02,14.99,Delivered
8002618,70017618,FedEx,Standard,Vancouver-BC,2025-11-26,2025-12-04,11.99,Delivered
8002619,70017619,Purolator,Express,Toronto-ON,2025-11-30,2025-12-02,19.99,Delivered
8002620,70017620,DHL,Standard,Chicago-IL,2025-11-27,2025-12-06,12.99,Delivered
8002621,70017621,Canada Post,Standard,Edmonton-AB,2025-12-01,2025-12-08,9.99,Delivered
8002622,70017622,UPS,Expedited,Calgary-AB,2025-12-02,2025-12-05,14.99,Delivered
8002623,70017623,FedEx,Standard,Vancouver-BC,2025-11-29,2025-12-07,11.99,Delivered
8002624,70017624,Purolator,Express,Toronto-ON,2025-12-03,2025-12-05,19.99,Delivered
8002625,70017625,DHL,Standard,Chicago-IL,2025-11-30,2025-12-09,12.99,Delivered
8002626,70017626,Canada Post,Standard,Edmonton-AB,2025-12-04,2025-12-11,9.99,Delivered
8002627,70017627,UPS,Expedited,Calgary-AB,2025-12-05,2025-12-08,14.99,Delivered
8002628,70017628,FedEx,Standard,Vancouver-BC,2025-12-02,2025-12-10,11.99,Delivered
8002629,70017629,Purolator,Express,Toronto-ON,2025-12-06,2025-12-08,19.99,Delivered
8002630,70017630,DHL,Standard,Chicago-IL,2025-12-03,2025-12-12,12.99,Delivered
8002631,70017631,Canada Post,Standard,Edmonton-AB,2025-12-07,2025-12-14,9.99,Delivered
8002632,70017632,UPS,Expedited,Calgary-AB,2025-12-08,2025-12-11,14.99,Delivered
8002633,70017633,FedEx,Standard,Vancouver-BC,2025-12-05,2025-12-13,11.99,Delivered
8002634,70017634,Purolator,Express,Toronto-ON,2025-12-09,2025-12-11,19.99,Delivered
8002635,70017635,DHL,Standard,Chicago-IL,2025-12-06,2025-12-15,12.99,Delivered
8002636,70017636,Canada Post,Standard,Edmonton-AB,2025-12-10,2025-12-17,9.99,Delivered
8002637,70017637,UPS,Expedited,Calgary-AB,2025-12-11,2025-12-14,14.99,Delivered
8002638,70017638,FedEx,Standard,Vancouver-BC,2025-12-08,2025-12-16,11.99,Delivered
8002639,70017639,Purolator,Express,Toronto-ON,2025-12-12,2025-12-14,19.99,Delivered
8002640,70017640,DHL,Standard,Chicago-IL,2025-12-09,2025-12-18,12.99,Delivered
8002641,70017641,Canada Post,Standard,Edmonton-AB,2025-12-13,2025-12-20,9.99,Delivered
8002642,70017642,UPS,Expedited,Calgary-AB,2025-12-14,2025-12-17,14.99,Delivered
8002643,70017643,FedEx,Standard,Vancouver-BC,2025-12-11,2025-12-19,11.99,Delivered
8002644,70017644,Purolator,Express,Toronto-ON,2025-12-15,2025-12-17,19.99,Delivered
8002645,70017645,DHL,Standard,Chicago-IL,2025-12-12,2025-12-21,12.99,Delivered
8002646,70017646,Canada Post,Standard,Edmonton-AB,2025-12-16,2025-12-23,9.99,Delivered
8002647,70017647,UPS,Expedited,Calgary-AB,2025-12-17,2025-12-20,14.99,Delivered
8002648,70017648,FedEx,Standard,Vancouver-BC,2025-12-14,2025-12-22,11.99,Delivered
8002649,70017649,Purolator,Express,Toronto-ON,2025-12-18,2025-12-20,19.99,Delivered
8002650,70017650,DHL,Standard,Chicago-IL,2025-12-15,2025-12-24,12.99,Delivered
8002651,70017651,Canada Post,Standard,Edmonton-AB,2025-12-17,2025-12-24,9.99,Delivered
8002652,70017652,UPS,Expedited,Calgary-AB,2025-12-18,2025-12-21,14.99,Delivered
8002653,70017653,FedEx,Standard,Vancouver-BC,2025-12-15,2025-12-23,11.99,Delivered
8002654,70017654,Purolator,Express,Toronto-ON,2025-12-19,2025-12-21,19.99,Delivered
8002655,70017655,DHL,Standard,Chicago-IL,2025-12-16,2025-12-25,12.99,Delivered
8002656,70017656,Canada Post,Standard,Edmonton-AB,2025-12-20,2025-12-27,9.99,Delivered
8002657,70017657,UPS,Expedited,Calgary-AB,2025-12-21,2025-12-24,14.99,Delivered
8002658,70017658,FedEx,Standard,Vancouver-BC,2025-12-18,2025-12-26,11.99,Delivered
8002659,70017659,Purolator,Express,Toronto-ON,2025-12-22,2025-12-24,19.99,Delivered
8002660,70017660,DHL,Standard,Chicago-IL,2025-12-19,2025-12-28,12.99,Delivered
8002661,70017661,Canada Post,Standard,Edmonton-AB,2025-12-23,2025-12-30,9.99,Delivered
8002662,70017662,UPS,Expedited,Calgary-AB,2025-12-24,2025-12-27,14.99,Delivered
8002663,70017663,FedEx,Standard,Vancouver-BC,2025-12-21,2025-12-29,11.99,Delivered
8002664,70017664,Purolator,Express,Toronto-ON,2025-12-25,2025-12-27,19.99,Delivered
8002665,70017665,DHL,Standard,Chicago-IL,2025-12-22,2025-12-31,12.99,Delivered
8002666,70017666,Canada Post,Standard,Edmonton-AB,2025-12-26,2026-01-02,9.99,Delivered
8002667,70017667,UPS,Expedited,Calgary-AB,2025-12-27,2025-12-30,14.99,Delivered
8002668,70017668,FedEx,Standard,Vancouver-BC,2025-12-24,2026-01-01,11.99,Delivered
8002669,70017669,Purolator,Express,Toronto-ON,2025-12-28,2025-12-30,19.99,Delivered
8002670,70017670,DHL,Standard,Chicago-IL,2025-12-25,2026-01-03,12.99,Delivered
8002671,70017671,Canada Post,Standard,Edmonton-AB,2025-12-29,2026-01-05,9.99,Delivered
8002672,70017672,UPS,Expedited,Calgary-AB,2025-12-30,2026-01-02,14.99,Delivered
8002673,70017673,FedEx,Standard,Vancouver-BC,2025-12-27,2026-01-04,11.99,Delivered
8002674,70017674,Purolator,Express,Toronto-ON,2025-12-31,2026-01-02,19.99,Delivered
8002675,70017675,DHL,Standard,Chicago-IL,2025-12-28,2026-01-06,12.99,Delivered
8002676,70017676,Canada Post,Standard,Edmonton-AB,2026-01-01,2026-01-08,9.99,Delivered
8002677,70017677,UPS,Expedited,Calgary-AB,2026-01-02,2026-01-05,14.99,Delivered
8002678,70017678,FedEx,Standard,Vancouver-BC,2025-12-30,2026-01-07,11.99,Delivered
8002679,70017679,Purolator,Express,Toronto-ON,2026-01-03,2026-01-05,19.99,Delivered
8002680,70017680,DHL,Standard,Chicago-IL,2025-12-31,2026-01-09,12.99,Delivered
8002681,70017681,Canada Post,Standard,Edmonton-AB,2026-01-04,2026-01-11,9.99,Delivered
8002682,70017682,UPS,Expedited,Calgary-AB,2026-01-05,2026-01-08,14.99,Delivered
8002683,70017683,FedEx,Standard,Vancouver-BC,2026-01-02,2026-01-10,11.99,Delivered
8002684,70017684,Purolator,Express,Toronto-ON,2026-01-06,2026-01-08,19.99,Delivered
8002685,70017685,DHL,Standard,Chicago-IL,2026-01-03,2026-01-12,12.99,Delivered
8002686,70017686,Canada Post,Standard,Edmonton-AB,2026-01-07,2026-01-14,9.99,Delivered
8002687,70017687,UPS,Expedited,Calgary-AB,2026-01-08,2026-01-11,14.99,Delivered
8002688,70017688,FedEx,Standard,Vancouver-BC,2026-01-05,2026-01-13,11.99,Delivered
8002689,70017689,Purolator,Express,Toronto-ON,2026-01-09,2026-01-11,19.99,Delivered
8002690,70017690,DHL,Standard,Chicago-IL,2026-01-06,2026-01-15,12.99,Delivered
8002691,70017691,Canada Post,Standard,Edmonton-AB,2026-01-10,2026-01-17,9.99,Delivered
8002692,70017692,UPS,Expedited,Calgary-AB,2026-01-11,2026-01-14,14.99,Delivered
8002693,70017693,FedEx,Standard,Vancouver-BC,2026-01-08,2026-01-16,11.99,Delivered
8002694,70017694,Purolator,Express,Toronto-ON,2026-01-12,2026-01-14,19.99,Delivered
8002695,70017695,DHL,Standard,Chicago-IL,2026-01-09,2026-01-18,12.99,Delivered
8002696,70017696,Canada Post,Standard,Edmonton-AB,2026-01-13,2026-01-20,9.99,Delivered
8002697,70017697,UPS,Expedited,Calgary-AB,2026-01-14,2026-01-17,14.99,Delivered
8002698,70017698,FedEx,Standard,Vancouver-BC,2026-01-11,2026-01-19,11.99,Delivered
8002699,70017699,Purolator,Express,Toronto-ON,2026-01-15,2026-01-17,19.99,Delivered
8002700,70017700,DHL,Standard,Chicago-IL,2026-01-12,2026-01-21,12.99,Delivered
8002701,70017701,Canada Post,Standard,Edmonton-AB,2026-01-13,2026-01-20,9.99,Delivered
8002702,70017702,UPS,Expedited,Calgary-AB,2026-01-14,2026-01-17,14.99,Delivered
8002703,70017703,FedEx,Standard,Vancouver-BC,2026-01-11,2026-01-19,11.99,Delivered
8002704,70017704,Purolator,Express,Toronto-ON,2026-01-15,2026-01-17,19.99,Delivered
8002705,70017705,DHL,Standard,Chicago-IL,2026-01-12,2026-01-21,12.99,Delivered
8002706,70017706,Canada Post,Standard,Edmonton-AB,2026-01-16,2026-01-23,9.99,Delivered
8002707,70017707,UPS,Expedited,Calgary-AB,2026-01-17,2026-01-20,14.99,Delivered
8002708,70017708,FedEx,Standard,Vancouver-BC,2026-01-14,2026-01-22,11.99,Delivered
8002709,70017709,Purolator,Express,Toronto-ON,2026-01-18,2026-01-20,19.99,Delivered
8002710,70017710,DHL,Standard,Chicago-IL,2026-01-15,2026-01-24,12.99,Delivered
8002711,70017711,Canada Post,Standard,Edmonton-AB,2026-01-19,2026-01-26,9.99,Delivered
8002712,70017712,UPS,Expedited,Calgary-AB,2026-01-20,2026-01-23,14.99,Delivered
8002713,70017713,FedEx,Standard,Vancouver-BC,2026-01-17,2026-01-25,11.99,Delivered
8002714,70017714,Purolator,Express,Toronto-ON,2026-01-21,2026-01-23,19.99,Delivered
8002715,70017715,DHL,Standard,Chicago-IL,2026-01-18,2026-01-27,12.99,Delivered
8002716,70017716,Canada Post,Standard,Edmonton-AB,2026-01-22,2026-01-29,9.99,Delivered
8002717,70017717,UPS,Expedited,Calgary-AB,2026-01-23,2026-01-26,14.99,Delivered
8002718,70017718,FedEx,Standard,Vancouver-BC,2026-01-20,2026-01-28,11.99,Delivered
8002719,70017719,Purolator,Express,Toronto-ON,2026-01-24,2026-01-26,19.99,Delivered
8002720,70017720,DHL,Standard,Chicago-IL,2026-01-21,2026-01-30,12.99,Delivered
8002721,70017721,Canada Post,Standard,Edmonton-AB,2026-01-25,2026-02-01,9.99,Delivered
8002722,70017722,UPS,Expedited,Calgary-AB,2026-01-26,2026-01-29,14.99,Delivered
8002723,70017723,FedEx,Standard,Vancouver-BC,2026-01-23,2026-01-31,11.99,Delivered
8002724,70017724,Purolator,Express,Toronto-ON,2026-01-27,2026-01-29,19.99,Delivered
8002725,70017725,DHL,Standard,Chicago-IL,2026-01-24,2026-02-02,12.99,Delivered
8002726,70017726,Canada Post,Standard,Edmonton-AB,2026-01-28,2026-02-04,9.99,Delivered
8002727,70017727,UPS,Expedited,Calgary-AB,2026-01-29,2026-02-01,14.99,Delivered
8002728,70017728,FedEx,Standard,Vancouver-BC,2026-01-26,2026-02-03,11.99,Delivered
8002729,70017729,Purolator,Express,Toronto-ON,2026-01-30,2026-02-01,19.99,Delivered
8002730,70017730,DHL,Standard,Chicago-IL,2026-01-27,2026-02-05,12.99,Delivered
8002731,70017731,Canada Post,Standard,Edmonton-AB,2026-01-31,2026-02-07,9.99,Delivered
8002732,70017732,UPS,Expedited,Calgary-AB,2026-02-01,2026-02-04,14.99,Delivered
8002733,70017733,FedEx,Standard,Vancouver-BC,2026-01-29,2026-02-06,11.99,Delivered
8002734,70017734,Purolator,Express,Toronto-ON,2026-02-02,2026-02-04,19.99,Delivered
8002735,70017735,DHL,Standard,Chicago-IL,2026-01-30,2026-02-08,12.99,Delivered
8002736,70017736,Canada Post,Standard,Edmonton-AB,2026-02-03,2026-02-10,9.99,Delivered
8002737,70017737,UPS,Expedited,Calgary-AB,2026-02-04,2026-02-07,14.99,Delivered
8002738,70017738,FedEx,Standard,Vancouver-BC,2026-02-01,2026-02-09,11.99,Delivered
8002739,70017739,Purolator,Express,Toronto-ON,2026-02-05,2026-02-07,19.99,Delivered
8002740,70017740,DHL,Standard,Chicago-IL,2026-02-02,2026-02-11,12.99,Delivered
8002741,70017741,Canada Post,Standard,Edmonton-AB,2026-02-06,2026-02-13,9.99,Delivered
8002742,70017742,UPS,Expedited,Calgary-AB,2026-02-07,2026-02-10,14.99,Delivered
8002743,70017743,FedEx,Standard,Vancouver-BC,2026-02-04,2026-02-12,11.99,Delivered
8002744,70017744,Purolator,Express,Toronto-ON,2026-02-08,2026-02-10,19.99,Delivered
8002745,70017745,DHL,Standard,Chicago-IL,2026-02-05,2026-02-14,12.99,Delivered
8002746,70017746,Canada Post,Standard,Edmonton-AB,2026-02-09,2026-02-16,9.99,Delivered
8002747,70017747,UPS,Expedited,Calgary-AB,2026-02-10,2026-02-13,14.99,Delivered
8002748,70017748,FedEx,Standard,Vancouver-BC,2026-02-07,2026-02-15,11.99,Delivered
8002749,70017749,Purolator,Express,Toronto-ON,2026-02-11,2026-02-13,19.99,Delivered
8002750,70017750,DHL,Standard,Chicago-IL,2026-02-08,2026-02-17,12.99,Delivered
8002751,70017751,Canada Post,Standard,Edmonton-AB,2026-02-10,2026-02-17,9.99,Delivered
8002752,70017752,UPS,Expedited,Calgary-AB,2026-02-11,2026-02-14,14.99,Delivered
8002753,70017753,FedEx,Standard,Vancouver-BC,2026-02-08,2026-02-16,11.99,Delivered
8002754,70017754,Purolator,Express,Toronto-ON,2026-02-12,2026-02-14,19.99,Delivered
8002755,70017755,DHL,Standard,Chicago-IL,2026-02-09,2026-02-18,12.99,Delivered
8002756,70017756,Canada Post,Standard,Edmonton-AB,2026-02-13,2026-02-20,9.99,Delivered
8002757,70017757,UPS,Expedited,Calgary-AB,2026-02-14,2026-02-17,14.99,Delivered
8002758,70017758,FedEx,Standard,Vancouver-BC,2026-02-11,2026-02-19,11.99,Delivered
8002759,70017759,Purolator,Express,Toronto-ON,2026-02-15,2026-02-17,19.99,Delivered
8002760,70017760,DHL,Standard,Chicago-IL,2026-02-12,2026-02-21,12.99,Delivered
8002761,70017761,Canada Post,Standard,Edmonton-AB,2026-02-16,2026-02-23,9.99,Delivered
8002762,70017762,UPS,Expedited,Calgary-AB,2026-02-17,2026-02-20,14.99,Delivered
8002763,70017763,FedEx,Standard,Vancouver-BC,2026-02-14,2026-02-22,11.99,Delivered
8002764,70017764,Purolator,Express,Toronto-ON,2026-02-18,2026-02-20,19.99,Delivered
8002765,70017765,DHL,Standard,Chicago-IL,2026-02-15,2026-02-24,12.99,Delivered
8002766,70017766,Canada Post,Standard,Edmonton-AB,2026-02-19,2026-02-26,9.99,Delivered
8002767,70017767,UPS,Expedited,Calgary-AB,2026-02-20,2026-02-23,14.99,Delivered
8002768,70017768,FedEx,Standard,Vancouver-BC,2026-02-17,2026-02-25,11.99,Delivered
8002769,70017769,Purolator,Express,Toronto-ON,2026-02-21,2026-02-23,19.99,Delivered
8002770,70017770,DHL,Standard,Chicago-IL,2026-02-18,2026-02-27,12.99,Delivered
8002771,70017771,Canada Post,Standard,Edmonton-AB,2026-02-22,2026-03-01,9.99,Delivered
8002772,70017772,UPS,Expedited,Calgary-AB,2026-02-23,2026-02-26,14.99,Delivered
8002773,70017773,FedEx,Standard,Vancouver-BC,2026-02-20,2026-02-28,11.99,Delivered
8002774,70017774,Purolator,Express,Toronto-ON,2026-02-24,2026-02-26,19.99,Delivered
8002775,70017775,DHL,Standard,Chicago-IL,2026-02-21,2026-03-02,12.99,Delivered
8002776,70017776,Canada Post,Standard,Edmonton-AB,2026-02-25,2026-03-04,9.99,Delivered
8002777,70017777,UPS,Expedited,Calgary-AB,2026-02-26,2026-03-01,14.99,Delivered
8002778,70017778,FedEx,Standard,Vancouver-BC,2026-02-23,2026-03-03,11.99,Delivered
8002779,70017779,Purolator,Express,Toronto-ON,2026-02-27,2026-03-01,19.99,Delivered
8002780,70017780,DHL,Standard,Chicago-IL,2026-02-24,2026-03-05,12.99,Delivered
8002781,70017781,Canada Post,Standard,Edmonton-AB,2026-02-28,2026-03-06,9.99,Delivered
8002782,70017782,UPS,Expedited,Calgary-AB,2026-03-01,2026-03-04,14.99,Delivered
8002783,70017783,FedEx,Standard,Vancouver-BC,2026-02-26,2026-03-07,11.99,Delivered
8002784,70017784,Purolator,Express,Toronto-ON,2026-03-02,2026-03-04,19.99,Delivered
8002785,70017785,DHL,Standard,Chicago-IL,2026-02-27,2026-03-08,12.99,Delivered
8002786,70017786,Canada Post,Standard,Edmonton-AB,2026-03-03,2026-03-10,9.99,Delivered
8002787,70017787,UPS,Expedited,Calgary-AB,2026-03-04,2026-03-07,14.99,Delivered
8002788,70017788,FedEx,Standard,Vancouver-BC,2026-03-01,2026-03-09,11.99,Delivered
8002789,70017789,Purolator,Express,Toronto-ON,2026-03-05,2026-03-07,19.99,Delivered
8002790,70017790,DHL,Standard,Chicago-IL,2026-03-02,2026-03-11,12.99,Delivered
8002791,70017791,Canada Post,Standard,Edmonton-AB,2026-03-06,2026-03-13,9.99,Delivered
8002792,70017792,UPS,Expedited,Calgary-AB,2026-03-07,2026-03-10,14.99,Delivered
8002793,70017793,FedEx,Standard,Vancouver-BC,2026-03-04,2026-03-12,11.99,Delivered
8002794,70017794,Purolator,Express,Toronto-ON,2026-03-08,2026-03-10,19.99,Delivered
8002795,70017795,DHL,Standard,Chicago-IL,2026-03-05,2026-03-14,12.99,Delivered
8002796,70017796,Canada Post,Standard,Edmonton-AB,2026-03-09,2026-03-16,9.99,Delivered
8002797,70017797,UPS,Expedited,Calgary-AB,2026-03-10,2026-03-13,14.99,Delivered
8002798,70017798,FedEx,Standard,Vancouver-BC,2026-03-07,2026-03-15,11.99,Delivered
8002799,70017799,Purolator,Express,Toronto-ON,2026-03-11,2026-03-13,19.99,Delivered
8002800,70017800,DHL,Standard,Chicago-IL,2026-03-08,2026-03-17,12.99,Delivered
8002801,70017801,Canada Post,Standard,Edmonton-AB,2026-03-09,2026-03-16,9.99,Delivered
8002802,70017802,UPS,Expedited,Calgary-AB,2026-03-10,2026-03-13,14.99,Delivered
8002803,70017803,FedEx,Standard,Vancouver-BC,2026-03-07,2026-03-15,11.99,Delivered
8002804,70017804,Purolator,Express,Toronto-ON,2026-03-11,2026-03-13,19.99,Delivered
8002805,70017805,DHL,Standard,Chicago-IL,2026-03-08,2026-03-17,12.99,Delivered
8002806,70017806,Canada Post,Standard,Edmonton-AB,2026-03-12,2026-03-19,9.99,Delivered
8002807,70017807,UPS,Expedited,Calgary-AB,2026-03-13,2026-03-16,14.99,Delivered
8002808,70017808,FedEx,Standard,Vancouver-BC,2026-03-10,2026-03-18,11.99,Delivered
8002809,70017809,Purolator,Express,Toronto-ON,2026-03-14,2026-03-16,19.99,Delivered
8002810,70017810,DHL,Standard,Chicago-IL,2026-03-11,2026-03-20,12.99,Delivered
8002811,70017811,Canada Post,Standard,Edmonton-AB,2026-03-15,2026-03-22,9.99,Delivered
8002812,70017812,UPS,Expedited,Calgary-AB,2026-03-16,2026-03-19,14.99,Delivered
8002813,70017813,FedEx,Standard,Vancouver-BC,2026-03-13,2026-03-21,11.99,Delivered
8002814,70017814,Purolator,Express,Toronto-ON,2026-03-17,2026-03-19,19.99,Delivered
8002815,70017815,DHL,Standard,Chicago-IL,2026-03-14,2026-03-23,12.99,Delivered
8002816,70017816,Canada Post,Standard,Edmonton-AB,2026-03-18,2026-03-25,9.99,Delivered
8002817,70017817,UPS,Expedited,Calgary-AB,2026-03-19,2026-03-22,14.99,Delivered
8002818,70017818,FedEx,Standard,Vancouver-BC,2026-03-16,2026-03-24,11.99,Delivered
8002819,70017819,Purolator,Express,Toronto-ON,2026-03-20,2026-03-22,19.99,Delivered
8002820,70017820,DHL,Standard,Chicago-IL,2026-03-17,2026-03-26,12.99,Delivered
8002821,70017821,Canada Post,Standard,Edmonton-AB,2026-03-21,2026-03-28,9.99,Delivered
8002822,70017822,UPS,Expedited,Calgary-AB,2026-03-22,2026-03-25,14.99,Delivered
8002823,70017823,FedEx,Standard,Vancouver-BC,2026-03-19,2026-03-27,11.99,Delivered
8002824,70017824,Purolator,Express,Toronto-ON,2026-03-23,2026-03-25,19.99,Delivered
8002825,70017825,DHL,Standard,Chicago-IL,2026-03-20,2026-03-29,12.99,Delivered
8002826,70017826,Canada Post,Standard,Edmonton-AB,2026-03-24,2026-03-31,9.99,Delivered
8002827,70017827,UPS,Expedited,Calgary-AB,2026-03-25,2026-03-28,14.99,Delivered
8002828,70017828,FedEx,Standard,Vancouver-BC,2026-03-22,2026-03-30,11.99,Delivered
